Organism; Proteom volume; Div Time 
Cerrena unicolor;6;1105
Talaromyces flavus;1;1105
Suillus grevillei;1;1105
Penicillium amagasakiense;1;1105
Sporothrix schenckii (strain ATCC 58251 / de Perez 2211183);1;1105
Lachancea thermotolerans;1;1105
Hypomyces subiculosus;9;1105
Wallemia sebi;1;1105
Wallemia ichthyophaga (strain EXF-994 / CBS 113033);2;1105
Ustilago maydis P6 virus;1;1105
Aspergillus glaucus;1;1105
Blastocladiella emersonii;5;1105
Setosphaeria turcica;1;1105
Ustilago maydis P4 virus;1;1105
Pycnoporus cinnabarinus;1;1105
Sordaria equina;1;1105
Monascus pilosus;10;1105
Gaeumannomyces graminis var. tritici;1;1105
Cladonia uncialis;2;1105
Colletotrichum gloeosporioides (strain Cg-14);1;1105
Typhula ishikariensis;2;1105
Glarea lozoyensis (strain ATCC 20868 / MF5171);16;1105
Flammulina populicola;1;1105
Pisolithus tinctorius;2;1105
Malassezia furfur;3;1105
Encephalitozoon hellem (strain ATCC 50504);1;1105
Encephalitozoon intestinalis (strain ATCC 50506);2;1105
Kodamaea ohmeri;2;1105
Saccharomyces cerevisiae killer virus M1;1;1105
Epichloe uncinata;18;1105
Trametes villosa;5;1105
Pichia kluyveri;1;1105
Agaricus placomyces;1;1105
Pseudozyma antarctica;1;1105
Rhizopus javanicus;1;1105
Taiwanofungus camphoratus;1;1105
Pseudozyma aphidis (strain ATCC 32657 / CBS 517.83 / DSM 70725 / JCM 10318 / NBRC 10182 / NRRL Y-7954 / St-0401);1;1105
Gaeumannomyces graminis var. graminis;1;1105
Geotrichum fermentans;1;1105
Acremonium alcalophilum;2;1105
Blakeslea trispora;1;1105
Nectria lugdunensis;1;1105
Heterobasidion annosum;1;1105
Cochliobolus miyabeanus;2;1105
Fusarium oxysporum (strain Fo5176);1;1105
Colletotrichum kahawae;2;1105
Colletotrichum capsici;1;1105
Didymella rabiei;1;1105
Fusarium solani subsp. cucurbitae;1;1105
Pyrenopeziza brassicae;1;1105
Rhizopus chinensis;1;1105
Amylomyces rouxii;1;1105
Penicillium camembertii;4;1105
Eupenicillium brefeldianum;7;1105
Penicillium oxalicum (strain 114-2 / CGMCC 5302);1;1105
Penicillium glabrum;3;1105
Trichoderma longibrachiatum;2;1105
Mucor javanicus;1;1105
Sporidiobolus salmonicolor;2;1105
Lecanicillium psalliotae;1;1105
Termitomyces clypeatus;1;1105
Hypocrea atroviridis (strain ATCC 20476 / IMI 206040);2;1105
Saccharomyces pastorianus (strain ATCC 76670 / Carlsberg bottom yeast no.2 / CBS 1503 / CLIB 180 / NBRC 10610 / NRRL Y-1525);3;1105
Tuber uncinatum;1;1105
Aspergillus wentii;1;1105
Pleurotus cornucopiae;1;1105
Sarocladium sp.;1;1105
Mycena viridimarginata;1;1105
Epidermophyton floccosum;1;1105
Colletotrichum dematium;1;1105
Brettanomyces naardenensis;1;1105
Brettanomyces custersianus;1;1105
Uromyces appendiculatus;2;1105
Wallemia muriae;1;1105
Lepiota magnispora;1;1105
Aspergillus fumisynnematus;1;1105
Melanocarpus albomyces;1;1105
Trametes maxima;1;1105
Phellinus igniarius;1;1105
Hericium coralloides;1;1105
Fusarium equiseti;1;1105
Trichophyton violaceum;3;1105
Cochliobolus sativus;2;1105
Cochliobolus ellisii;1;1105
Penicillium cyclopium;1;1105
Saccharomyces pastorianus (strain ATCC 76529 / Carlsberg bottom yeast no.1 / CBS 1513 / CLIB 176 / NBRC 1167 / NCYC 396 / NRRL Y-12693);1;1105
Cyberlindnera fabianii;1;1105
Magnusiomyces magnusii;1;1105
Scytalidium lignicola;1;1105
Colletotrichum graminicola;3;1105
Armillaria gallica;1;1105
Curvularia inaequalis;1;1105
Cryphonectria hypovirus 1 (strain EP713);2;1105
Trichophyton tonsurans (strain CBS 112818);5;1105
Trichophyton equinum (strain ATCC MYA-4606 / CBS 127.97);5;1105
Lyophyllum shimeji;2;1105
Peniophora sp. (strain SG);1;1105
Phlebiopsis gigantea;1;1105
Trametes pubescens;1;1105
Tricholoma matsutake;1;1105
Penicillium nalgiovense;1;1105
Cunninghamella echinulata var. echinulata;1;1105
Cryphonectria hypovirus 1 (strain Euro7);2;1105
Orpinomyces sp. (strain PC-2);2;1105
Tremella mesenterica;2;1105
Tremella brasiliensis;1;1105
Microbotryum violaceum;2;1105
Erysiphe pisi;1;1105
Epichloe typhina;1;1105
Melampsora lini;1;1105
Arthrobotrys oligospora;1;1105
Acremonium chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / JCM 23072 / IMI 49137);1;1105
Pseudogymnoascus destructans (strain ATCC MYA-4855 / 20631-21);3;1105
Wickerhamomyces ciferrii (strain F-60-10 / ATCC 14091 / CBS 111 / JCM 3599 / NBRC 0793 / NRRL Y-1031);2;1105
Pestalotiopsis microspora;1;1105
Hypocrea virens (strain Gv29-8 / FGSC 10586);1;1105
Amanita virosa;1;1105
Cryptococcus albidus;1;1105
Thermoascus aurantiacus;1;1105
Candida tenuis;1;1105
Xerocomus spadiceus;1;1105
Fusarium mangiferae;1;1105
Fusarium proliferatum (strain ET1);1;1105
Cryptococcus flavus;1;1105
Spizellomyces punctatus;1;1105
Lactarius deterrimus;1;1105
Phanerochaete carnosa (strain HHB-10118-sp);1;1105
Meyerozyma guilliermondii;1;1105
Monosiga brevicollis;35;1023
Geodia cydonium;9;951
Suberites domuncula;10;951
Ephydatia muelleri;2;951
Petrosia ficiformis;1;951
Amphimedon queenslandica;1;951
Haliclona caerulea;2;951
Axinella polypoides;3;951
Halichondria okadai;1;951
Spongilla lacustris;4;951
Trichoplax adhaerens;23;948
Mnemiopsis leidyi;1;948
Liriope muscari;2;824
Nematostella vectensis;125;824
Schistosoma mansoni;90;824
Taenia asiatica;1;824
Hydra vulgaris;31;824
Echinococcus multilocularis;15;824
Acropora millepora;40;824
Metridium senile;18;824
Fasciola hepatica;23;824
Rhopilema nomadica;1;824
Actinia equina;24;824
Anemonia viridis;60;824
Anthopleura sp. (strain 'Zhanjiang');4;824
Anthopleura xanthogrammica;8;824
Anemonia sulcata;15;824
Anthopleura elegantissima;18;824
Heteractis crispa;21;824
Heteractis magnifica;12;824
Melithaea caledonica;1;824
Taenia solium;10;824
Echinococcus granulosus;24;824
Anemonia erythraea;4;824
Renilla reniformis;3;824
Millepora dichotoma;1;824
Anthopleura fuscoviridis;4;824
Opisthorchis sinensis;1;824
Schmidtea mediterranea;3;824
Dugesia japonica;6;824
Schistosoma japonicum;47;824
Polyorchis penicillatus;2;824
Montipora efflorescens;1;824
Urticina crassicornis;3;824
Discosoma sp.;1;824
Entacmaea quadricolor;3;824
Aurelia aurita;1;824
Diphyllobothrium dendriticum;5;824
Actinia tenebrosa;4;824
Anthopleura asiatica;1;824
Aequorea victoria;3;824
Hydra viridissima;9;824
Plexaura homomalla;1;824
Cyanea capillata;2;824
Hymenolepis diminuta;1;824
Acropora tenuis;1;824
Sarcophyton glaucum;5;824
Girardia tigrina;3;824
Cyanea nozakii;1;824
Calliactis parasitica;3;824
Moniezia expansa;2;824
Clonorchis sinensis;2;824
Urticina piscivora;1;824
Schistosoma haematobium;5;824
Montipora capitata;2;824
Urticina eques;1;824
Taenia saginata;2;824
Urticina grebelnyi;1;824
Anthopleura aff. xanthogrammica;3;824
Fasciola gigantica;1;824
Acropora formosa;4;824
Hydra oligactis;1;824
Clavularia sp.;1;824
Dicrocoelium dendriticum;1;824
Hydractinia echinata;1;824
Palythoa caribaeorum;1;824
Opisthorchis felineus;1;824
Aiptasia diaphana;1;824
Goniopora tenuidens;1;824
Dugesia mexicana;1;824
Carybdea rastonii;1;824
Chironex fleckeri;2;824
Carybdea alata;1;824
Chiropsalmus quadrigatus;1;824
Clytia gregaria;1;824
Lobophytum crassum;1;824
Taenia ovis;1;824
Actinia fragacea;1;824
Anthopleura japonica;1;824
Discosoma striata;1;824
Hydatigena taeniaeformis;2;824
Obelia geniculata;1;824
Obelia longissima;1;824
Schistosoma bovis;1;824
Dendronephthya klunzingeri;1;824
Zoanthus sp.;2;824
Anemonia manjano;1;824
Paramphistomum epiclitum;1;824
Blattella germanica;21;797
Nauphoeta cinerea;4;797
Polyphaga aegyptiaca;6;797
Blaberus craniifer;15;797
Blaptica dubia;7;797
Drosophila persimilis;147;797
Drosophila melanogaster;3541;797
Drosophila virilis;220;797
Caenorhabditis elegans;4036;797
Drosophila willistoni;142;797
Anadara broughtonii;2;797
Pieris rapae virus;1;797
Macrobrachium rosenbergii nodavirus;1;797
Drosophila grimshawi;144;797
Apis mellifera;73;797
Drosophila yakuba;217;797
Locusta migratoria;93;797
Orgyia pseudotsugata single capsid nuclear polyhedrosis virus;1;797
Shelfordella lateralis;8;797
Mantis religiosa;3;797
Mastotermes darwiniensis;6;797
Hoplocorypha cf. macra (strain RK-2010);2;797
Blatta orientalis;9;797
Blaberus giganteus;5;797
Pomacea canaliculata;2;797
Galleria mellonella;27;797
Periplaneta brunnea;8;797
Periplaneta fuliginosa;9;797
Camponotus floridanus;21;797
Bombyx mori;228;797
Malacosoma neustria nuclear polyhedrosis virus;1;797
Phorcus turbinatus;1;797
Caenorhabditis briggsae;580;797
Panesthia sp. (strain BF-2008);6;797
Celatoblatta sp. (strain Blue Mountains);4;797
Tarachodes bispinosus;2;797
Cryptocercus darwini;5;797
Diploptera punctata;10;797
Neobellieria bullata;33;797
Popa spurca;2;797
Rhyparobia maderae;28;797
Manduca sexta;107;797
Phyllocrania paradoxa;2;797
Penaeus monodon;27;797
Pycnoscelus surinamensis;7;797
Drosophila sechellia;173;797
Drosophila pseudoobscura pseudoobscura;349;797
White bream virus (isolate Blicca bjoerkna L./Germany/DF24/00);5;797
Drosophila ananassae;153;797
Onchocerca volvulus;41;797
Lymnaea stagnalis;48;797
Periplaneta australasiae;8;797
Polyspilota aeruginosa;2;797
Rhipicephalus microplus;17;797
Pyrrhocoris apterus;10;797
Ixodes scapularis;36;797
Artemia salina;19;797
Brugia pahangi;11;797
Monopterus albus;3;797
Ceratitis capitata;29;797
Crassostrea gigas;10;797
Pectinaria gouldii;3;797
Lonomia obliqua;21;797
Anopheles gambiae;252;797
Plutella xylostella;11;797
Spodoptera frugiperda;46;797
Toxocara canis;3;797
Choristoneura parallela;2;797
Lumbricus rubellus;10;797
Biphyllus lunatus;3;797
Aedes aegypti;252;797
Solemya velum gill symbiont;1;797
White clover mosaic virus (strain M);5;797
Drosophila x virus (isolate Chung/1996);3;797
Nudaurelia capensis beta virus (isolate Pine emperor moth/South Africa);2;797
Aedes pseudoscutellaris reovirus (isolate France);9;797
Drosophila erecta;190;797
Lymantria dispar cypovirus 1 (isolate Rao);10;797
Drosophila mojavensis;141;797
Drosophila simulans;201;797
Aplysia californica;62;797
Chironomus tentans;17;797
Agriotes lineatus;2;797
Caenorhabditis remanei;13;797
Bombyx mandarina;3;797
Leptinotarsa decemlineata;7;797
Autographa californica nuclear polyhedrosis virus;155;797
Tityus stigmurus;19;797
Heterometrus fulvipes;3;797
Mesobuthus tamulus;13;797
Tityus serrulatus;36;797
Solenopsis sp. (strain B0-178);1;797
Helicoverpa zea;5;797
Lymantria dispar;20;797
Schistocerca gregaria;33;797
Solenopsis aurea;1;797
Solenopsis globularia littoralis;1;797
Solenopsis megergates;1;797
Solenopsis nigella gensterblumi;1;797
Epiphyas postvittana;4;797
Orgyia pseudotsugata multicapsid polyhedrosis virus;134;797
Sarcophaga crassipalpis;1;797
Pachycondyla goeldii;15;797
Pandalus borealis;4;797
Procambarus clarkii;13;797
Romalea microptera;4;797
Callinectes sapidus;9;797
Solenopsis invicta;10;797
Vespa crabro;6;797
Polistes dominula;8;797
Vespa affinis;2;797
Solenopsis daguerrei;1;797
Antheraea polyphemus;9;797
Brugia malayi;66;797
Penaeus vannamei;28;797
Dermatophagoides microceras;1;797
Psoroptes ovis;2;797
Centruroides tecomanus;8;797
Perinereis aibuhitensis;1;797
Antheraea pernyi;8;797
Drosophila capricorni;1;797
Drosophila pavlovskiana;1;797
Drosophila serrata;2;797
Drosophila teissieri;17;797
Drosophila tropicalis;1;797
Culex quinquefasciatus;104;797
Lucilia cuprina;26;797
Chrysomya bezziana;1;797
Penaeus setiferus;7;797
Microplitis demolitor bracovirus (isolate Webb);52;797
Amsacta moorei entomopoxvirus;11;797
Phaedon cochleariae;7;797
Heterometrus laoticus;4;797
Pandinus imperator;18;797
Opisthacanthus cayaporum;27;797
Heliothis virescens;34;797
Panulirus argus;4;797
Spodoptera exigua;4;797
Solenopsis quinquecuspis;1;797
Solenopsis sp. (strain B0-153);1;797
Solenopsis sp. (strain B0-151);1;797
Solenopsis n. sp. (strain JP-2002);1;797
Solenopsis tridens;1;797
Heliothis peltigera;1;797
Carcinus maenas;34;797
Anopheles stephensi;4;797
Antheraea yamamai;1;797
Argiope aurantia;2;797
Sabellastarte magnifica;2;797
Eurydice pulchra;1;797
Dermatophagoides pteronyssinus;9;797
Pediculus humanus subsp. corporis;8;797
Lumbricus terrestris;26;797
Mytilus edulis;41;797
Drosophila bifasciata;3;797
Anopheles albimanus;6;797
Drosophila pseudoobscura bogotana;4;797
Drosophila ambigua;4;797
Drosophila obscura;2;797
Drosophila subsilvestris;1;797
Artemia franciscana;25;797
Albinaria caerulea;13;797
Anopheles quadrimaculatus;13;797
Anopheles quadriannulatus;1;797
Apis mellifera ligustica;18;797
Ascaris suum;62;797
Rhipicephalus sanguineus;19;797
Conus ventricosus;49;797
Conus arenatus;38;797
Conus lividus;17;797
Conus capitaneus;10;797
Conus ebraeus;13;797
Conus stercusmuscarum;10;797
Conus vexillum;16;797
Conus textile;99;797
Conus abbreviatus;15;797
Conus miles;16;797
Conus catus;7;797
Conus victoriae;37;797
Conus pennaceus;34;797
Conus bullatus;34;797
Pristionchus pacificus;1;797
Conus ammiralis;7;797
Conus leopardus;21;797
Conus radiatus;27;797
Conus litteratus;42;797
Conus magus;19;797
Conus tessulatus;32;797
Conus geographus;25;797
Conus gloriamaris;5;797
Conus quercinus;22;797
Cerebratulus lacteus;5;797
Conus striatus;37;797
Conus imperialis;22;797
Conus pulicarius;23;797
Conus tulipa;10;797
Conus marmoreus;46;797
Conus achatinus;12;797
Drosophila funebris;5;797
Anopheles darlingi;7;797
Daphnia pulex;2;797
Delia radicum;32;797
Doryteuthis pealeii;13;797
Conus purpurascens;16;797
Conus consors;27;797
Helicoverpa armigera stunt virus;3;797
Carcinus aestuarii;2;797
Scolopendra viridis;1;797
Solenopsis richteri;3;797
Helicoverpa assulta;2;797
Spodoptera littoralis;4;797
Armadillidium vulgare;5;797
Bombus terrestris;4;797
Solenopsis saevissima;2;797
Agrotis ipsilon;27;797
Solenopsis amblychila;1;797
Solenopsis electra;1;797
Tachypleus tridentatus;23;797
Trichinella spiralis;3;797
Haemonchus contortus;19;797
Ectatomma brunneum;3;797
Osmia rufa;1;797
Apis dorsata;2;797
Bombus pensylvanicus;8;797
Vespa orientalis;6;797
Sarcophaga peregrina;22;797
Solenopsis interrupta;1;797
Solenopsis macdonaghi;1;797
Hyalophora cecropia;14;797
Orgyia pseudotsugata;1;797
Apis florea;2;797
Polistes hebraeus;2;797
Vespa magnifica;14;797
Vespa velutina nigrithorax;2;797
Myrmecia pilosula;3;797
Myrmecia banksi;3;797
Mytilus californianus;11;797
Haematobia irritans;2;797
Wuchereria bancrofti;5;797
Drosophila mauritiana;32;797
Theromyzon tessulatum;12;797
Patinopecten sp.;2;797
Hirudo medicinalis;30;797
Apis cerana cerana;5;797
Vespula maculifrons;8;797
Amynthas vittatus;1;797
Mytilus galloprovincialis;14;797
Metacarcinus magister;1;797
Penaeus japonicus;8;797
Haliotis madaka;2;797
Aplysia kurodai;5;797
Trichuris muris;1;797
Charybdis feriata;3;797
Jasus lalandii;2;797
Mesobuthus martensii;107;797
Spodoptera frugiperda ascovirus 1a;11;797
Luciola mingrelica;1;797
Trichoplusia ni;10;797
Hogna carolinensis;2;797
Conus figulinus;10;797
Conus parius;11;797
Margaritifera margaritifera;40;797
Vespa basalis;1;797
Vespula lewisii;2;797
Vespa mandarinia;4;797
Vespa xanthoptera;3;797
Tipula iridescent virus;2;797
Costelytra zealandica iridescent virus;1;797
Conus asiaticus;2;797
Conus araneosus;17;797
Pinctada maxima;28;797
Ramazzottius varieornatus;8;797
Australian bat lyssavirus (isolate Human/AUS/1998);5;797
Drosophila melanogaster sigma virus (isolate Drosophila/USA/AP30/2005);6;797
Epiphyas postvittana nucleopolyhedrovirus;3;797
Photuris pensylvanica;1;797
Buthus occitanus tunetanus;19;797
Buthus occitanus israelis;14;797
Lucilia sericata;4;797
Crassostrea virginica;8;797
Penaeus merguiensis;3;797
Antheraea mylitta;7;797
Hyphantria cunea;8;797
Ostrea edulis;3;797
Pinctada fucata;12;797
Vespula vulgaris;7;797
Eumenes fraterculus;2;797
Eumenes rubrofemoratus;2;797
Polybia paulista;11;797
Vespa tropica;2;797
Trichuris trichiura;2;797
Procambarus bouvieri;2;797
Argopecten irradians;6;797
Drosophila subobscura;23;797
Mizuhopecten yessoensis;13;797
Todarodes pacificus;6;797
Spisula sachalinensis;1;797
Trichoplusia ni ascovirus 2c;11;797
Cancer pagurus;23;797
Metapenaeus ensis;4;797
Chlamys nipponensis akazara;3;797
Penaeus indicus;1;797
Dermatophagoides farinae;10;797
Holotrichia diomphalia;11;797
Periplaneta americana;39;797
Homarus americanus;41;797
Liocarcinus depurator;3;797
Hypsibius dujardini;17;797
Loxosceles gaucho;12;797
Drosophila insularis;2;797
Drosophila paulistorum;2;797
Drosophila robusta;1;797
Drosophila saltans;1;797
Drosophila sucinea;1;797
Hirtodrosophila pictiventris;1;797
Rhagoletis completa;1;797
Bradysia coprophila;7;797
Drosophila equinoxialis;2;797
Drosophila immigrans;3;797
Drosophila mediostriata;1;797
Drosophila nebulosa;1;797
Drosophila orena;13;797
Drosophila picticornis;2;797
Musca domestica;36;797
Zaprionus tuberculatus;2;797
Calanus finmarchicus;3;797
Parascaris univalens;1;797
Mythimna separata;2;797
Hirudo nipponia;3;797
Haliotis laevigata;5;797
Diaprepes abbreviatus;1;797
Liocarcinus holsatus;1;797
Liocarcinus marmoreus;1;797
Necora puber;2;797
Australian bat lyssavirus (isolate Bat/AUS/1996);5;797
Lymantria dispar multicapsid nuclear polyhedrosis virus;24;797
Loxosceles intermedia;26;797
Heliothis zea nuclear polyhedrosis virus;6;797
Loxosceles laeta;18;797
Lottia gigantea;34;797
Aedes albopictus;17;797
Argas monolakensis;5;797
Maconellicoccus hirsutus;3;797
Littorina littorea;1;797
Phlebotomus papatasi;1;797
Riftia pachyptila;4;797
Carabus granulatus;2;797
Diaphorina citri;3;797
Lysiphlebus testaceipes;6;797
Timarcha balearica;2;797
Schistocerca americana;11;797
Oscheius tipulae;7;797
Tenebrio molitor;26;797
Toxoptera citricida;1;797
Spisula solidissima;6;797
Urechis caupo;10;797
Ornithodoros parkeri;2;797
Ostertagia ostertagi;7;797
Ochlerotatus triseriatus;3;797
Mamestra brassicae;5;797
Drosophila azteca;3;797
Drosophila acanthoptera;2;797
Drosophila affinis;3;797
Drosophila miranda;12;797
Julodis onopordi;1;797
Drosophila guanche;5;797
Drosophila madeirensis;6;797
Spodoptera littoralis nuclear polyhedrosis virus;3;797
Austrophasma gansbaaiense;19;797
Hemilobophasma montaguense;19;797
Supella longipalpa;4;797
Supella dimidiata;4;797
Namaquaphasma ookiepense;20;797
Choristoneura fumiferana cypovirus;1;797
Cryptocercus kyebangensis;5;797
Bombyx mori cytoplasmic polyhedrosis virus;2;797
Anticarsia gemmatalis nuclear polyhedrosis virus;2;797
Antheraea pernyi nuclear polyhedrosis virus;2;797
Agrotis segetum nuclear polyhedrosis virus;1;797
Dystacta alticeps;2;797
Miomantis paykullii;2;797
Haliotis asinina;14;797
Austrophasma rawsonvillense;19;797
Orgyia pseudotsugata cypovirus;1;797
Sphodromantis viridis;2;797
Bombyx mori nuclear polyhedrosis virus;14;797
Buzura suppressaria nuclear polyhedrosis virus;2;797
Hyphantria cunea nuclear polyhedrosis virus;3;797
Oryctes rhinoceros;3;797
Conus eburneus;3;797
Vespa velutina;4;797
Solenopsis pusillignis;1;797
Solenopsis substituta;1;797
Solenopsis sp. (strain X);1;797
Solenopsis xyloni;1;797
Solenopsis geminata;2;797
Simulium vittatum;5;797
Choristoneura biennis entomopoxvirus;4;797
Choristoneura fumiferana entomopoxvirus;2;797
Heterololigo bleekeri;6;797
Conus nigropunctatus;1;797
Conus betulinus;15;797
Conus pictus;8;797
Xylocopa appendiculata circumvolans;3;797
Rhodnius prolixus;30;797
Junonia coenia densovirus (isolate pBRJ/1990);4;797
Polistes annularis;3;797
Polistes gallicus;2;797
Drosophila nasuta F;1;797
Anopheles arabiensis;2;797
Camponotus atriceps;1;797
Beak and feather disease virus;7;797
Eisenia fetida;13;797
Dolichovespula maculata;6;797
Atlantic halibut nervous necrosis virus;1;797
White clover cryptic virus 1 (isolate Boccardo/2004);2;797
White clover mosaic virus (strain O);5;797
Jembrana disease virus;6;797
Eriocheir sinensis reovirus (isolate China/905);1;797
Acanthoscurria rondoniae;1;797
Acyrthosiphon pisum secondary endosymbiont phage 1;43;797
Campoletis sonorensis ichnovirus;1;797
Helix lucorum;1;797
Papilio dardanus;2;797
Chironomus pallidivittatus;3;797
Cicada flammata;1;797
Conus cancellatus;4;797
Conus anabathrum floridanus;3;797
Conus regius;42;797
Conus kinoshitai;2;797
Conus striolatus;3;797
Conus planorbis;12;797
Asobara tabida;1;797
Conus distans;1;797
Aplysia depilans;1;797
Glossina morsitans morsitans;18;797
Ruditapes philippinarum;9;797
Heterometrus bengalensis;1;797
Conus sulcatus;1;797
Conus caracteristicus;17;797
Conus lynceus;2;797
Conus ochroleucus;1;797
Conus rolani;3;797
Patella vulgata;4;797
Globodera rostochiensis;12;797
Plodia interpunctella;2;797
Heterodera glycines;3;797
Conus villepinii;5;797
Conus mustelinus;6;797
Acanthocheilonema viteae;4;797
Terebra subulata;13;797
Loxosceles spinulosa;12;797
Pieris brassicae;2;797
Conus virgo;12;797
Albinaria turrita;4;797
Spodoptera litura;3;797
Calliphora vicina;16;797
Loxosceles aff. spinulosa (strain GJB-2008);2;797
Meloidogyne artiellia;1;797
Schistocerca nitens;2;797
Unio pictorum;4;797
Astacus astacus;5;797
Aplysia vaccaria;1;797
Loxosceles deserta;17;797
Loxosceles boneti;3;797
Loxosceles cf. spinulosa (strain GJB-2008);1;797
Aplysia fasciata;3;797
Dirofilaria immitis;7;797
Lonomia achelous;2;797
Acanthoscurria gomesiana;3;797
Planorbella trivolvis;6;797
Loxosceles rufescens;6;797
Artemia sp.;6;797
Drosophila lebanonensis;5;797
Riptortus clavatus;2;797
Helicoverpa armigera;10;797
Dictyocaulus viviparus;2;797
Ceratitis cosyra;2;797
Drosophila hawaiiensis;1;797
Bactrocera dorsalis;4;797
Limulus polyphemus;32;797
Ceratitis rosa;1;797
Aplysia dactylomela;2;797
Choristoneura rosaceana;3;797
Chionoecetes opilio;10;797
Heliothis virescens ascovirus 3e;12;797
Drosophila buzzatii;1;797
Drosophila hydei;19;797
Drosophila lacicola;1;797
Drosophila planitibia;1;797
Drosophila tsacasi;1;797
Drosophila mulleri;3;797
Drosophila silvestris;2;797
Porcellio dilatatus;1;797
Drosophila heteroneura;1;797
Agriosphodrus dohrni;1;797
Culex pipiens;5;797
Octopus vulgaris;20;797
Drosophila mimica;2;797
Drosophila montana;2;797
Biomphalaria glabrata;11;797
Drosophila affinidisjuncta;1;797
Cydia pomonella;7;797
Biomphalaria alexandrina;1;797
Grammostola rosea;13;797
Drosophila mettleri;3;797
Drosophila wheeleri;1;797
Biomphalaria tenagophila;1;797
Drosophila flavomontana;1;797
Drosophila navojoa;1;797
Cenchritis muricatus;5;797
Porcellio scaber;1;797
Acrosternum hilare;7;797
Gryllus bimaculatus;1;797
Calliphora vomitoria;20;797
Haementeria ghilianii;2;797
Pimpla disparis;3;797
Sphecius speciosus;2;797
Haementeria officinalis;2;797
Glycyphagus domesticus;2;797
Blomia tropicalis;5;797
Drosophila bipectinata;1;797
Drosophila takahashii;2;797
Androctonus australis;32;797
Arenicola marina;3;797
Biomphalaria pfeifferi;1;797
Tabanus atratus;2;797
Bactrocera oleae;1;797
Tribolium castaneum;12;797
Protophormia terraenovae;4;797
Pomacea flagellata;1;797
Scolopendra mutilans;30;797
Paralithodes camtschaticus;7;797
Milnesium tardigradum;11;797
Pimpla hypochondriaca;11;797
Lepidoglyphus destructor;6;797
Tityus discrepans;37;797
Scylla serrata;6;797
Drosophila auraria;2;797
Drosophila bakoue;1;797
Haematobia irritans exigua;2;797
Argas reflexus;1;797
Ampulex compressa;3;797
Heterometrus spinifer;10;797
Tabanus yao;1;797
Helix pomatia;9;797
Parelaphostrongylus tenuis;1;797
Liposcelis bostrychophila;1;797
Drosophila ercepeae;1;797
Drosophila jambulina;1;797
Drosophila punjabiensis;1;797
Pecten maximus;4;797
Portunus trituberculatus;1;797
Drosophila dossoui;1;797
Drosophila lini;1;797
Bombus pascuorum;3;797
Trichostrongylus colubriformis;5;797
Diatraea grandiosella;1;797
Melanoplus sanguinipes;3;797
Lithobius forficatus;3;797
Conus gladiator;1;797
Adalia bipunctata;1;797
Myzostoma seymourcollegiorum;1;797
Choristoneura pinus;2;797
Carcinoscorpius rotundicauda;3;797
Conus zeylanicus;1;797
Choristoneura occidentalis;2;797
Conus spurius;10;797
Ostrinia nubilalis;4;797
Chrysomela knabi;1;797
Oncopeltus fasciatus;8;797
Choristoneura fumiferana;6;797
Yponomeuta malinellus;1;797
Drosophila athabasca;1;797
Apis koschevnikovi;1;797
Conus frigidus;2;797
Epiperipatus biolleyi;1;797
Drosophila narragansett;1;797
Conus rattus;2;797
Nephrops norvegicus;2;797
Chilobrachys guangxiensis;105;797
Hadronyche versuta;17;797
Acyrthosiphon pisum;3;797
Rhesus cytomegalovirus (strain 68-1);2;797
Macrobrachium malcolmsonii;1;797
Pholcus phalangioides;3;797
Psychoda cinerea;3;797
Choristoneura fumiferana nuclear polyhedrosis virus;10;797
Schizaphis graminum;4;797
Ornithodoros moubata;4;797
Helix aspersa;8;797
Gastrophysa atrocyanea;1;797
Hyles lineata;2;797
Haplopelma schmidti;44;797
Brachionus plicatilis;1;797
Lasius sp.;1;797
Homarus gammarus;5;797
Ctenocephalides felis;4;797
Hapalochlaena maculosa;1;797
Hypoderma lineatum;3;797
Sympetrum striolatum;1;797
Acheta domesticus;4;797
Papilio polyxenes;2;797
Leptorhynchoides thecatus;1;797
Loxocorone allax;1;797
Tetrodontophora bielanensis;1;797
Vespa analis;2;797
Samia ricini;2;797
Heliocheilus discalis;1;797
Ectatomma tuberculatum;2;797
Dipetalogaster maximus;1;797
Cryptops anomalans;1;797
Rhynchosciara americana;3;797
Helicoverpa gelotopoeon;1;797
Nephotettix cincticeps;1;797
Adisura bella;1;797
Anicla infecta;1;797
Drosophila elegans;1;797
Anisakis simplex;7;797
Melolontha melolontha;1;797
Nezara viridula;7;797
Cimex lectularius;1;797
Tyrophagus putrescentiae;1;797
Drosophila bocqueti;1;797
Onchocerca volvulus endobacterium;1;797
Thaumetopoea pityocampa;1;797
Macrobdella decora;2;797
Archaeoprepona demophon;1;797
Dermacentor variabilis;2;797
Stomoxys calcitrans;4;797
Aeshna cyanea;1;797
Apis mellifera carnica;2;797
Phlebotomus duboscqi;1;797
Formica aquilonia;1;797
Samia cynthia;6;797
Tityus costatus;14;797
Araneus ventricosus;3;797
Anomala cuprea;2;797
Ornithodoros coriaceus;1;797
Trypoxylus dichotomus;1;797
Centruroides limpidus;24;797
Haemaphysalis longicornis;2;797
Panagrellus redivivus;8;797
Zootermopsis nevadensis;1;797
Loligo vulgaris;2;797
Haliotis kamtschatkana;1;797
Haliotis rufescens;4;797
